@relation cleaned_credit-weka.filters.unsupervised.attribute.Remove-R20-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R22-weka.filters.unsupervised.attribute.Remove-R1

@attribute checking_amt numeric
@attribute duration numeric
@attribute credit_history {'critical/other existing credit','existing paid','delayed previously','no credit history','no credits/all paid','all paid'}
@attribute purpose {radio/tv,education,furniture/equipment,Unknown,'used car','new car',business,'domestic appliance',repairs,other,retraining}
@attribute credit_amount numeric
@attribute savings numeric
@attribute employment {>=7,1<=X<4,4<=X<7,Unknown,unemployed,<1}
@attribute installment_commitment numeric
@attribute personal_status {'male single','female div/dep/mar','male div/sep','male mar/wid',Unknown}
@attribute other_parties {none,Unknown,guarantor,'co applicant'}
@attribute residence_since numeric
@attribute property_magnitude {'real estate',Other,'life insurance','no known property',car}
@attribute age numeric
@attribute other_payment_plans {none,Other,bank,stores}
@attribute housing {own,Other,'for free',rent}
@attribute existing_credits numeric
@attribute job {skilled,'unskilled resident','high qualif/self emp/mgmt',Other,'unemp/unskilled non res'}
@attribute own_telephone {yes,none,no}
@attribute foreign_worker {no,yes,Unknown}
@attribute class {Bad,Good}

@data
-1282.34,48,'all paid',business,7685,17.26,4<=X<7,2,'female div/dep/mar',guarantor,4,car,37,none,rent,1,skilled,none,no,Bad
0,18,'delayed previously',radio/tv,3234,0,Unknown,2,'male mar/wid',Unknown,3,'real estate',34,none,own,0,skilled,no,Unknown,Bad
0,7,'delayed previously',Unknown,3234,0,Unknown,3,'male single',none,4,'no known property',36,none,'for free',1,skilled,none,Unknown,Bad
40.41,36,'existing paid','new car',14318,19.21,>=7,0,'male single',none,0,'no known property',57,Other,'for free',1,'high qualif/self emp/mgmt',no,yes,Bad
0,6,'critical/other existing credit','new car',362,0,1<=X<4,4,'female div/dep/mar',none,4,car,31,none,own,2,'unskilled resident',none,yes,Good
-4951.09,20,'existing paid',furniture/equipment,2212,0,4<=X<7,4,'male single',none,0,car,39,none,own,1,skilled,yes,no,Good
16.25,18,'existing paid','used car',12976,15.8,unemployed,0,Unknown,Unknown,4,Other,38,none,'for free',1,'high qualif/self emp/mgmt',yes,no,Bad
0,22,'existing paid',Unknown,1283,0,4<=X<7,4,'female div/dep/mar',none,4,'life insurance',25,none,rent,1,skilled,none,Unknown,Bad
6548.27,12,'existing paid','new car',1330,41.97,<1,4,'male single',none,1,'real estate',26,none,own,1,skilled,none,no,Good
0,30,'delayed previously',business,4272,0,Unknown,2,'male single',Unknown,2,'life insurance',26,none,own,2,'unskilled resident',none,no,Good
0,18,'critical/other existing credit',radio/tv,2238,0,1<=X<4,2,'female div/dep/mar',none,1,car,25,Other,own,2,Other,none,Unknown,Good
0,18,'existing paid',Unknown,1126,0,Unknown,4,Unknown,none,2,'real estate',21,none,rent,1,skilled,yes,no,Bad
5.42,18,'critical/other existing credit',furniture/equipment,3234,35.21,Unknown,4,'male single',none,4,Other,40,stores,own,0,Other,yes,yes,Bad
7.52,15,'critical/other existing credit',business,2326,0,1<=X<4,2,'male single',none,4,car,27,bank,own,1,skilled,none,yes,Bad
0,9,'existing paid',business,1449,0,4<=X<7,3,'female div/dep/mar',none,2,car,27,none,own,2,skilled,none,no,Good
0,18,'existing paid','new car',1820,0,1<=X<4,2,'male mar/wid',none,0,Other,30,none,own,1,'high qualif/self emp/mgmt',yes,no,Good
94.64,12,'existing paid',furniture/equipment,983,7709.45,<1,1,Unknown,none,4,'real estate',19,none,rent,1,'unskilled resident',no,yes,Bad
-4316.81,36,'existing paid','new car',3249,58.43,4<=X<7,2,'male single',none,4,'no known property',39,bank,'for free',1,'high qualif/self emp/mgmt',yes,yes,Good
-9454.08,6,'critical/other existing credit',radio/tv,1957,33.62,4<=X<7,1,'female div/dep/mar',none,4,car,31,Other,own,1,skilled,none,yes,Bad
0,9,'critical/other existing credit',furniture/equipment,2406,0,unemployed,2,'male single',none,3,car,31,none,own,0,'high qualif/self emp/mgmt',none,Unknown,Good
83.64,39,'delayed previously',education,11760,450.89,4<=X<7,2,Unknown,none,3,'no known property',32,none,rent,1,skilled,no,yes,Good
-6338.95,12,'existing paid',furniture/equipment,2578,83.42,unemployed,3,'female div/dep/mar',none,4,'no known property',55,none,'for free',1,'high qualif/self emp/mgmt',no,yes,Good
-6143.29,36,'critical/other existing credit',furniture/equipment,2348,28.22,1<=X<4,3,'male mar/wid',Unknown,0,'life insurance',46,none,own,2,skilled,yes,no,Good
115.65,12,'existing paid','new car',1223,29.79,>=7,1,'male div/sep',none,1,'real estate',46,Other,rent,2,skilled,none,yes,Bad
0,20,'critical/other existing credit',radio/tv,1516,0,1<=X<4,0,'female div/dep/mar',none,1,'real estate',43,none,own,2,'unskilled resident',none,no,Good
0,18,'existing paid',radio/tv,1473,0,<1,3,'male mar/wid',Unknown,4,'real estate',39,none,own,1,Other,no,yes,Good
22.83,18,'critical/other existing credit',business,3234,0,1<=X<4,0,'male mar/wid',none,4,'real estate',28,Other,own,2,skilled,none,no,Good
0,20,'delayed previously',business,8648,0,<1,2,'male single',none,0,car,31,Other,Other,2,Other,yes,no,Good
0,14,'delayed previously','new car',802,0,Unknown,4,'male single',none,2,car,27,none,own,2,'unskilled resident',no,yes,Good
195.71,18,'delayed previously','new car',2899,0,Unknown,4,'male single',none,4,car,43,none,own,1,skilled,none,yes,Good
195.91,24,'no credit history',radio/tv,2039,0,Unknown,1,'male mar/wid',none,1,'life insurance',22,none,own,1,skilled,yes,no,Good
0,20,'critical/other existing credit','used car',2197,0,4<=X<7,4,Unknown,none,4,car,43,Other,own,2,skilled,yes,no,Bad
-2070.55,15,'existing paid',radio/tv,3234,76.64,<1,4,'male mar/wid',none,0,'real estate',27,Other,own,1,Other,none,no,Good
0,24,'existing paid',radio/tv,3235,0,>=7,3,'male div/sep',none,2,car,26,none,own,1,'high qualif/self emp/mgmt',yes,no,Bad
5427.63,12,'critical/other existing credit','new car',939,671.95,4<=X<7,4,'male mar/wid',none,2,Other,28,none,own,3,skilled,yes,yes,Bad
192.07,24,'existing paid',radio/tv,1967,37.69,>=7,4,'female div/dep/mar',none,4,Other,20,Other,own,1,skilled,no,yes,Good
0,33,'critical/other existing credit','used car',7253,0,4<=X<7,3,'male single',none,2,car,31,Other,own,2,'high qualif/self emp/mgmt',yes,no,Bad
0,12,'critical/other existing credit',business,2292,0,unemployed,4,'male single',none,2,car,42,stores,own,2,'high qualif/self emp/mgmt',yes,no,Bad
0,20,'existing paid','new car',1597,0,1<=X<4,3,'male single',none,2,'no known property',40,none,Other,1,Other,none,yes,Bad
-5613.36,24,'no credit history','new car',1381,0,Unknown,4,'female div/dep/mar',Unknown,2,'life insurance',35,none,own,1,skilled,none,no,Good
0,36,'critical/other existing credit','used car',3234,0,>=7,2,'male single',none,2,'life insurance',35,none,own,2,skilled,yes,no,Bad
-1850.94,12,'existing paid','new car',2579,37.56,<1,4,'male single',none,1,'real estate',33,Other,own,1,'unskilled resident',none,no,Bad
-4803.59,18,'delayed previously',education,8471,0,Unknown,1,'female div/dep/mar',Unknown,2,car,23,none,rent,2,skilled,no,yes,Bad
0,21,'existing paid','new car',2782,0,4<=X<7,1,'female div/dep/mar',none,2,car,31,bank,own,1,'high qualif/self emp/mgmt',none,no,Good
75.95,18,'existing paid','new car',1042,0,1<=X<4,4,'female div/dep/mar',none,0,'life insurance',33,Other,own,1,skilled,none,no,Good
0,15,'existing paid','new car',3186,0,Unknown,2,'female div/dep/mar',none,3,car,20,none,rent,1,skilled,none,Unknown,Good
141.44,12,'existing paid','used car',2028,0,1<=X<4,4,'male single',none,2,car,31,Other,own,1,skilled,none,yes,Good
24.74,12,'critical/other existing credit','new car',3234,7.07,4<=X<7,2,'male single',none,3,'real estate',47,none,own,2,Other,none,no,Good
0,20,'delayed previously',furniture/equipment,1591,0,4<=X<7,4,'male single',none,3,'real estate',34,none,own,2,'high qualif/self emp/mgmt',none,no,Good
30,12,'existing paid',furniture/equipment,2762,0,Unknown,1,'female div/dep/mar',none,2,'life insurance',25,bank,own,1,skilled,yes,yes,Bad
183.33,18,'existing paid','used car',2779,87.39,1<=X<4,1,Unknown,none,3,car,21,Other,rent,1,skilled,no,Unknown,Good
0,28,'critical/other existing credit',radio/tv,2743,0,>=7,4,'male single',none,2,car,29,none,Other,2,skilled,none,yes,Good
0,18,'no credit history',radio/tv,1149,0,Unknown,4,'male single',none,3,'real estate',46,Other,own,2,skilled,none,no,Bad
0,9,'existing paid',Unknown,1313,0,>=7,1,'male single',none,4,car,20,none,own,1,Other,none,yes,Bad
-3788.1,18,'critical/other existing credit',repairs,1190,13.37,unemployed,2,'female div/dep/mar',none,4,Other,55,none,'for free',3,'unemp/unskilled non res',none,Unknown,Good
0,5,'existing paid',Unknown,3234,0,4<=X<7,1,'male single',none,0,'real estate',74,none,own,1,'unskilled resident',none,no,Bad
168.65,24,'existing paid',other,11328,56.29,1<=X<4,2,'male single','co applicant',3,car,29,bank,own,2,'high qualif/self emp/mgmt',yes,no,Good
-2941.81,6,'critical/other existing credit',furniture/equipment,1872,47.8,unemployed,4,'male single',none,4,'no known property',36,none,'for free',3,'high qualif/self emp/mgmt',yes,no,Good
0,24,'critical/other existing credit',repairs,2058,0,1<=X<4,4,'male div/sep',Unknown,2,'real estate',33,none,own,2,skilled,yes,no,Good
-9463.67,9,'existing paid',furniture/equipment,2136,0,1<=X<4,3,'male single',Unknown,2,'real estate',25,none,own,1,skilled,none,no,Good
1.11,12,'existing paid',radio/tv,1484,0,Unknown,2,'male mar/wid',Unknown,1,'real estate',25,none,own,1,skilled,yes,no,Bad
0,6,'existing paid',repairs,660,0,4<=X<7,2,'male mar/wid',none,4,'real estate',23,none,rent,1,'unskilled resident',none,yes,Bad
0,24,'critical/other existing credit','new car',1287,0,>=7,4,'female div/dep/mar',none,4,'real estate',37,none,own,2,skilled,yes,no,Good
-862.49,42,'critical/other existing credit',repairs,3394,96.37,unemployed,4,'male single','co applicant',4,car,65,none,own,2,'unemp/unskilled non res',none,yes,Bad
8529.36,12,'all paid',business,609,65.35,<1,4,'female div/dep/mar',none,0,'real estate',26,none,own,1,'unemp/unskilled non res',none,yes,Bad
0,12,'existing paid','new car',1884,0,>=7,4,Unknown,none,4,car,39,none,own,1,'high qualif/self emp/mgmt',no,Unknown,Good
-3497.13,12,'existing paid',furniture/equipment,3234,62.94,Unknown,2,'female div/dep/mar','co applicant',3,Other,30,none,own,1,skilled,none,yes,Bad
105.82,20,'delayed previously',other,2629,51.43,1<=X<4,2,Unknown,none,3,car,29,bank,own,2,skilled,yes,no,Good
0,12,'existing paid',education,719,0,>=7,4,'male single',none,4,car,41,bank,own,1,'unskilled resident',none,no,Bad
197.33,48,'critical/other existing credit',furniture/equipment,5096,66.53,1<=X<4,2,'female div/dep/mar',none,3,car,30,none,own,1,'high qualif/self emp/mgmt',yes,yes,Bad
0,9,'critical/other existing credit',education,1244,0,>=7,4,'female div/dep/mar',none,4,'life insurance',31,none,rent,2,'unskilled resident',none,no,Good
-616.99,36,'existing paid','new car',1842,39.36,<1,4,'female div/dep/mar',none,4,car,34,none,own,1,skilled,yes,yes,Good
44.66,7,'existing paid',Unknown,2576,70,1<=X<4,2,Unknown,guarantor,2,'real estate',35,none,own,1,skilled,none,no,Bad
4343.18,12,'existing paid',furniture/equipment,1424,0,>=7,3,'female div/dep/mar',none,4,'real estate',31,none,own,1,'high qualif/self emp/mgmt',no,yes,Good
61.71,20,'delayed previously',repairs,1512,5269.98,1<=X<4,3,Unknown,none,3,'life insurance',61,stores,Other,2,skilled,none,no,Good
0,36,'critical/other existing credit','used car',11054,0,1<=X<4,0,'male single',none,2,car,30,Other,own,1,'high qualif/self emp/mgmt',yes,yes,Bad
0,20,'existing paid',radio/tv,518,0,1<=X<4,3,'female div/dep/mar',none,1,'real estate',29,none,own,1,skilled,none,yes,Good
0,12,'no credits/all paid',furniture/equipment,2759,0,>=7,2,'male single',none,4,'life insurance',34,none,own,2,skilled,none,yes,Good
0,24,'existing paid','used car',2670,0,>=7,4,'male single',none,4,car,35,Other,Other,1,'high qualif/self emp/mgmt',yes,no,Good
-8908.17,24,'existing paid','new car',4817,50.51,4<=X<7,2,'male single','co applicant',3,'life insurance',31,none,own,1,skilled,yes,no,Good
0,24,'no credit history','used car',2679,0,<1,4,Unknown,none,1,'no known property',29,none,own,1,'high qualif/self emp/mgmt',yes,yes,Bad
-6832.38,11,'critical/other existing credit','new car',3234,0,1<=X<4,2,'male single',none,2,'real estate',31,none,rent,2,skilled,none,yes,Bad
-6919.2,12,'existing paid','used car',3386,33.9,>=7,0,'male single',none,4,'no known property',35,none,'for free',1,skilled,yes,no,Bad
-4746.34,6,'existing paid',Unknown,343,39.12,<1,0,Unknown,none,1,'real estate',27,none,own,1,skilled,no,yes,Good
0,18,'existing paid',radio/tv,4594,0,<1,3,'male single',none,2,car,32,none,own,1,skilled,yes,yes,Bad
-2858.08,36,'existing paid',furniture/equipment,3620,9.41,1<=X<4,1,'male single',guarantor,2,'life insurance',37,none,own,1,skilled,none,yes,Bad
-8901.73,15,'existing paid','new car',3234,0,<1,2,'male single',none,3,'real estate',36,none,own,0,skilled,none,yes,Good
113.17,12,'existing paid',furniture/equipment,3017,0,<1,3,'female div/dep/mar',none,1,'real estate',34,none,rent,1,'high qualif/self emp/mgmt',none,yes,Good
195.88,12,'existing paid',retraining,3234,0,>=7,4,'male single',none,4,'life insurance',38,none,own,2,skilled,none,yes,Good
0,18,'existing paid',business,1950,0,4<=X<7,4,'male single',none,1,car,34,stores,own,2,skilled,yes,no,Good
-3581.55,24,'existing paid','used car',2924,25.66,1<=X<4,3,'male single',Unknown,4,'no known property',63,bank,Other,0,Other,yes,no,Bad
-2336.07,24,'delayed previously',radio/tv,1659,92.06,<1,4,'female div/dep/mar',none,2,car,29,none,rent,1,'unskilled resident',yes,no,Bad
0,48,'delayed previously',radio/tv,7238,0,>=7,3,'male single',none,3,car,32,Other,own,2,Other,none,yes,Good
0,20,'no credit history',business,2764,0,1<=X<4,2,'female div/dep/mar',none,2,car,26,none,own,0,skilled,yes,Unknown,Good
0,24,'no credit history',Unknown,4679,0,4<=X<7,0,'male single',none,3,car,35,none,own,2,'unskilled resident',yes,yes,Good
46.31,24,'existing paid',radio/tv,3234,324.97,<1,3,'male mar/wid',none,2,car,22,none,rent,1,skilled,yes,yes,Good
-9963.11,20,'existing paid',education,448,37.26,<1,4,Unknown,none,4,'life insurance',23,Other,own,1,skilled,no,no,Good
0,20,'existing paid','new car',654,0,1<=X<4,4,'male single',Unknown,3,car,28,none,own,1,'unskilled resident',none,no,Good
0,6,'existing paid',retraining,1238,0,unemployed,4,Unknown,none,0,'life insurance',36,none,own,1,'high qualif/self emp/mgmt',yes,no,Bad
0,18,'critical/other existing credit',radio/tv,1245,0,1<=X<4,4,'male mar/wid',none,0,car,33,none,Other,1,skilled,none,no,Good
-4938.47,18,'no credits/all paid',furniture/equipment,3114,28.84,<1,1,'female div/dep/mar',Unknown,4,'life insurance',26,none,Other,1,skilled,none,Unknown,Bad
0,39,'existing paid','used car',2569,0,1<=X<4,4,'male single',none,4,car,31,none,own,1,skilled,none,yes,Good
1525.11,24,'existing paid',radio/tv,5152,12.95,4<=X<7,4,'male single',none,0,car,25,bank,own,1,skilled,none,Unknown,Bad
137.94,12,'existing paid',business,1037,446.02,4<=X<7,3,'male single',none,4,'real estate',31,none,own,1,'unskilled resident',none,yes,Good
-1277.22,15,'critical/other existing credit',furniture/equipment,1478,0,>=7,4,'male single',Unknown,4,car,31,none,own,2,skilled,yes,yes,Bad
28.6,12,'no credit history',radio/tv,3573,0,1<=X<4,1,'female div/dep/mar',none,0,'real estate',23,none,own,1,'unskilled resident',none,yes,Bad
35.33,24,'existing paid','new car',1201,98.3,<1,4,'male single',none,1,'life insurance',26,none,Other,1,skilled,none,yes,Bad
-429.47,30,'existing paid',furniture/equipment,3622,3227.17,Unknown,4,Unknown,Unknown,4,Other,57,none,rent,2,skilled,yes,no,Good
0,15,'delayed previously',furniture/equipment,960,0,4<=X<7,3,'female div/dep/mar',none,2,'life insurance',30,none,own,2,skilled,none,yes,Bad
0,12,'critical/other existing credit','new car',1163,0,1<=X<4,4,'male single',Unknown,4,'real estate',44,none,own,1,skilled,no,Unknown,Good
6.78,6,'no credit history','new car',1209,78.37,unemployed,4,'male single',none,4,'life insurance',47,none,own,1,'high qualif/self emp/mgmt',yes,no,Good
0,12,'existing paid',Unknown,3077,0,1<=X<4,2,Unknown,none,4,car,52,none,own,1,skilled,yes,yes,Good
0,20,'no credit history',Unknown,3757,0,Unknown,4,'female div/dep/mar','co applicant',0,'no known property',62,none,'for free',1,skilled,yes,no,Good
0,10,'existing paid',Unknown,1418,0,1<=X<4,3,'male single',none,0,'real estate',35,none,rent,1,'unskilled resident',no,yes,Bad
0,6,'existing paid',Unknown,3518,0,1<=X<4,2,'male single',guarantor,3,'life insurance',26,none,rent,1,skilled,none,no,Bad
0,12,'critical/other existing credit',radio/tv,1934,0,>=7,2,'male single',none,2,'no known property',31,none,own,2,skilled,none,yes,Good
156.83,20,'no credit history',business,8318,84.15,>=7,2,'female div/dep/mar',none,4,'no known property',31,none,'for free',2,'high qualif/self emp/mgmt',yes,no,Bad
0,6,'critical/other existing credit',radio/tv,1237,0,Unknown,1,'female div/dep/mar',none,1,'life insurance',27,none,own,2,skilled,none,no,Good
19.96,6,'existing paid',radio/tv,368,0,Unknown,4,Unknown,none,4,'life insurance',38,none,own,1,skilled,none,yes,Good
-9227.53,12,'critical/other existing credit','new car',2122,55.13,1<=X<4,3,'male single',none,2,'real estate',31,none,rent,2,'unskilled resident',none,no,Good
-7638.04,24,'existing paid',furniture/equipment,2996,0,1<=X<4,2,'male mar/wid',Unknown,4,car,20,none,own,1,skilled,none,no,Bad
180.86,20,'existing paid',furniture/equipment,9034,242.99,<1,4,'male single','co applicant',1,'no known property',29,none,rent,1,'high qualif/self emp/mgmt',yes,yes,Bad
0,24,'critical/other existing credit',furniture/equipment,1585,0,4<=X<7,4,'male single',none,0,'life insurance',40,none,own,2,skilled,none,no,Good
85.67,18,'existing paid',radio/tv,3234,14.86,>=7,4,'male mar/wid',guarantor,2,'real estate',32,Other,own,1,'unskilled resident',none,Unknown,Bad
3311.7,6,'critical/other existing credit',Unknown,1323,442.18,>=7,2,'male div/sep',none,4,car,28,Other,own,2,skilled,yes,Unknown,Good
-5229.05,24,'no credit history','new car',3123,17.05,Unknown,4,'female div/dep/mar',none,1,'life insurance',27,none,own,1,skilled,none,yes,Good
-5239,36,'existing paid','used car',5493,0,>=7,2,'male single',none,4,'no known property',42,none,'for free',0,skilled,none,no,Good
6307.46,9,'no credit history',radio/tv,3234,238.87,Unknown,0,'male div/sep',none,4,Other,49,none,own,1,skilled,none,no,Bad
58.57,24,'critical/other existing credit',radio/tv,1216,354.18,<1,4,'male single',none,4,'no known property',38,bank,own,2,skilled,none,no,Bad
-7648.53,24,'existing paid','new car',1207,35.15,Unknown,4,Unknown,none,4,'life insurance',24,none,rent,0,skilled,none,yes,Good
0,10,'existing paid','new car',1309,0,1<=X<4,4,'male single',guarantor,4,'life insurance',27,none,own,1,'unskilled resident',none,no,Good
6026.68,15,'critical/other existing credit','used car',2360,651.95,1<=X<4,2,'male single',none,2,car,36,none,own,1,skilled,yes,no,Good
131.74,15,'all paid','new car',3234,207.23,unemployed,1,'male single',none,2,'life insurance',34,Other,own,1,'high qualif/self emp/mgmt',yes,no,Bad
0,24,'existing paid',radio/tv,3234,0,1<=X<4,4,Unknown,none,2,'life insurance',28,Other,Other,1,Other,none,no,Bad
0,39,'existing paid',Unknown,8588,0,>=7,4,'male single',none,2,car,45,none,own,1,Other,yes,no,Good
-113.48,12,'existing paid','new car',759,0,4<=X<7,4,'male single',none,2,'real estate',26,none,own,1,skilled,none,yes,Bad
0,36,'existing paid','used car',4686,0,1<=X<4,2,Unknown,none,2,'no known property',31,none,'for free',0,'high qualif/self emp/mgmt',yes,no,Bad
7770.45,15,'existing paid',business,2687,49.54,Unknown,2,'male single',none,4,'life insurance',26,Other,rent,1,Other,no,yes,Bad
139.31,12,'delayed previously',radio/tv,585,55.52,1<=X<4,4,'male mar/wid','co applicant',4,'real estate',20,none,rent,2,skilled,no,yes,Good
0,24,'existing paid','new car',3234,0,<1,4,'male single',none,1,'life insurance',54,none,own,1,skilled,none,yes,Good
-1828.56,6,'critical/other existing credit','new car',609,0,4<=X<7,4,'female div/dep/mar',none,3,'life insurance',37,none,own,2,skilled,none,no,Bad
-8733.45,6,'critical/other existing credit','new car',1361,36.33,<1,2,'male single',none,4,'real estate',40,none,Other,1,'unskilled resident',none,Unknown,Good
0,36,'critical/other existing credit',furniture/equipment,7127,0,<1,2,'female div/dep/mar',none,4,'life insurance',23,Other,rent,2,skilled,yes,no,Bad
-2118.37,6,'existing paid','new car',1203,432.97,>=7,3,'male single',none,2,'life insurance',43,none,own,1,skilled,yes,no,Good
0,6,'critical/other existing credit',Unknown,700,0,>=7,4,'male single',none,4,'no known property',36,none,'for free',2,skilled,none,Unknown,Good
0,24,'critical/other existing credit',repairs,3234,0,>=7,3,'male single',Unknown,4,'no known property',44,none,'for free',2,skilled,none,yes,Good
-8455.84,20,'existing paid',radio/tv,3190,45.05,Unknown,2,'female div/dep/mar',none,2,'real estate',24,none,own,1,skilled,none,yes,Bad
-8255.57,48,'no credits/all paid',furniture/equipment,7119,97.02,1<=X<4,3,'male single',none,4,'no known property',31,none,'for free',0,skilled,none,yes,Good
0,24,'existing paid',Unknown,3488,0,4<=X<7,3,'female div/dep/mar',none,4,car,31,none,own,1,skilled,none,no,Bad
1.57,20,'existing paid',radio/tv,1113,47.41,1<=X<4,4,Unknown,guarantor,4,'real estate',26,none,own,1,'unskilled resident',none,yes,Bad
190.77,26,'existing paid','used car',7966,6.71,<1,2,'male single',none,3,Other,30,none,own,2,skilled,none,Unknown,Good
0,15,'critical/other existing credit',education,1532,0,1<=X<4,4,'female div/dep/mar',none,3,car,31,Other,own,1,Other,none,yes,Bad
0,4,'critical/other existing credit',radio/tv,1503,0,4<=X<7,2,'male single',none,0,'real estate',42,none,own,2,Other,none,no,Good
-9898.01,36,'existing paid',radio/tv,2302,10.58,1<=X<4,4,'male div/sep',none,4,car,31,none,rent,1,skilled,none,no,Bad
-1149.77,6,'existing paid','new car',662,32.76,<1,3,'male single',none,4,'real estate',41,none,own,1,Other,yes,yes,Good
17.19,36,'existing paid',education,2273,6.47,4<=X<7,3,'male single',none,1,Other,32,none,own,2,skilled,none,no,Good
97.6,15,'existing paid','new car',2631,183.61,Unknown,2,'female div/dep/mar',none,0,car,28,none,rent,2,skilled,yes,yes,Bad
0,12,'delayed previously','used car',1503,0,1<=X<4,4,'male mar/wid',none,4,'real estate',41,none,rent,1,skilled,none,yes,Good
0,24,'existing paid',radio/tv,1311,0,4<=X<7,4,'male mar/wid',none,3,'life insurance',26,none,own,1,skilled,yes,Unknown,Good
0,24,'existing paid',radio/tv,3105,0,<1,4,'male single',none,2,car,25,none,own,2,skilled,none,no,Bad
6101.43,21,'critical/other existing credit',education,2319,1.47,<1,2,'male div/sep',none,1,Other,33,none,rent,1,skilled,none,no,Bad
-114.64,6,'existing paid','new car',1374,0,unemployed,0,'female div/dep/mar',none,0,'life insurance',75,Other,own,1,'high qualif/self emp/mgmt',no,no,Bad
125.78,18,'critical/other existing credit',furniture/equipment,3612,28.3,>=7,3,'female div/dep/mar',none,4,'life insurance',31,none,Other,1,skilled,yes,yes,Good
-8788.57,48,'no credit history','new car',7763,30.91,>=7,4,'male single',none,4,'no known property',42,bank,'for free',1,'high qualif/self emp/mgmt',none,Unknown,Bad
2754.09,18,'existing paid',furniture/equipment,3049,30.99,<1,1,'female div/dep/mar',none,1,'life insurance',45,stores,own,1,'unskilled resident',none,yes,Bad
137.2,12,'existing paid',radio/tv,1534,4.99,<1,1,'male mar/wid',none,1,'real estate',23,none,rent,0,skilled,none,no,Good
0,24,'delayed previously','new car',2032,0,>=7,4,'male single',none,4,'no known property',60,none,'for free',2,Other,yes,no,Good
-4007.13,30,'existing paid',furniture/equipment,6350,0,>=7,4,'male single',none,4,'life insurance',31,none,own,1,skilled,none,no,Good
9351.05,18,'existing paid',furniture/equipment,2864,18.37,1<=X<4,2,'male single',none,1,Other,34,none,own,1,'unskilled resident',none,no,Bad
0,12,'critical/other existing credit','new car',1255,0,>=7,4,'male single',none,4,'real estate',61,none,own,2,'unskilled resident',no,no,Bad
-643.65,24,'delayed previously','new car',1333,27.22,unemployed,4,'male single',none,2,'real estate',43,none,'for free',2,skilled,none,yes,Good
0,20,'critical/other existing credit','new car',2022,0,1<=X<4,4,'female div/dep/mar',none,4,car,37,none,own,1,skilled,yes,Unknown,Bad
0,24,'existing paid',radio/tv,1552,0,4<=X<7,0,'male single',Unknown,1,car,32,bank,own,1,skilled,none,no,Bad
0,12,'all paid',radio/tv,626,0,1<=X<4,4,'female div/dep/mar',none,0,'real estate',24,bank,own,1,'unskilled resident',none,yes,Bad
0,48,'critical/other existing credit','used car',8858,0,4<=X<7,2,'male single',none,1,'no known property',35,none,'for free',2,Other,yes,no,Good
0,12,'critical/other existing credit',Unknown,996,0,4<=X<7,4,'female div/dep/mar',none,4,'real estate',23,none,Other,2,skilled,none,no,Good
0,6,'all paid',radio/tv,1750,0,>=7,2,'male single',none,4,'life insurance',45,bank,own,1,'unskilled resident',none,Unknown,Good
-8206.97,48,'existing paid',radio/tv,3234,36.37,4<=X<7,1,'male mar/wid',guarantor,1,'real estate',31,none,own,2,skilled,yes,yes,Bad
187.52,12,'critical/other existing credit',Unknown,1995,214.45,<1,4,'male single',none,1,car,27,Other,own,1,skilled,none,Unknown,Good
104.1,9,'existing paid',education,1199,90.98,4<=X<7,4,'female div/dep/mar',none,4,'life insurance',67,none,own,2,'high qualif/self emp/mgmt',yes,yes,Bad
32.01,12,'no credit history',radio/tv,1331,3.87,<1,2,'male single',none,1,car,22,stores,own,1,skilled,none,yes,Bad
4.96,18,'no credits/all paid','new car',2278,245.49,Unknown,3,'female div/dep/mar',none,3,car,28,none,own,2,skilled,none,yes,Good
0,21,'no credits/all paid','new car',3234,0,1<=X<4,1,'female div/dep/mar',none,4,'life insurance',29,bank,own,2,skilled,no,no,Good
-7703.31,24,'all paid',furniture/equipment,3552,34.27,4<=X<7,3,'male single',none,4,Other,27,bank,own,1,skilled,none,yes,Good
150.22,18,'critical/other existing credit',furniture/equipment,1928,98.59,<1,0,'male single',none,0,'real estate',31,none,own,2,'unskilled resident',none,no,Good
-6115.25,24,'no credit history','used car',2964,0,>=7,4,'male single',none,0,'no known property',49,bank,'for free',1,skilled,yes,yes,Good
-565.62,24,'no credit history',Unknown,1546,34.47,4<=X<7,4,'male single',guarantor,4,car,24,bank,rent,1,Other,none,yes,Good
2165.21,6,'delayed previously',radio/tv,683,76.88,<1,2,'female div/dep/mar',none,1,'life insurance',29,bank,own,1,skilled,none,no,Good
16.83,36,'existing paid','new car',12389,0,1<=X<4,1,'male single',none,4,'no known property',37,none,'for free',1,skilled,yes,no,Bad
45.62,20,'delayed previously',business,4712,0,1<=X<4,4,'male single',Unknown,2,'life insurance',37,Other,own,2,'high qualif/self emp/mgmt',yes,no,Good
105.1,24,'delayed previously',radio/tv,1553,427.25,4<=X<7,3,'female div/dep/mar',none,2,'life insurance',23,none,rent,2,skilled,yes,yes,Good
-4731.97,12,'existing paid','new car',1372,73.59,Unknown,2,'male div/sep',Unknown,0,Other,36,none,own,1,skilled,none,no,Good
0,24,'critical/other existing credit',radio/tv,3234,0,>=7,2,'male single',none,2,car,34,none,own,1,skilled,none,no,Good
141.77,48,'existing paid',Unknown,3979,0,4<=X<7,4,'male single',Unknown,1,car,41,none,own,2,skilled,yes,yes,Good
